geoid,ppt_total_mean,ppt_total_std,ppt_total_min,ppt_total_max,ppt_total_count,tmean_mean_mean,tmean_mean_std,tmean_mean_min,tmean_mean_max,tmean_mean_count,tmin_mean_mean,tmin_mean_std,tmin_mean_min,tmin_mean_max,tmin_mean_count,tmax_mean_mean,tmax_mean_std,tmax_mean_min,tmax_mean_max,tmax_mean_count,tdmean_mean_mean,tdmean_mean_std,tdmean_mean_min,tdmean_mean_max,tdmean_mean_count,vpdmin_mean_mean,vpdmin_mean_std,vpdmin_mean_min,vpdmin_mean_max,vpdmin_mean_count,vpdmax_mean_mean,vpdmax_mean_std,vpdmax_mean_min,vpdmax_mean_max,vpdmax_mean_count,days_below_freezing_mean,days_below_freezing_std,days_below_freezing_min,days_below_freezing_max,days_below_freezing_count,freeze_thaw_days_mean,freeze_thaw_days_std,freeze_thaw_days_min,freeze_thaw_days_max,freeze_thaw_days_count,days_precip_gt_10mm_mean,days_precip_gt_10mm_std,days_precip_gt_10mm_min,days_precip_gt_10mm_max,days_precip_gt_10mm_count,heating_degree_days_mean,heating_degree_days_std,heating_degree_days_min,heating_degree_days_max,heating_degree_days_count,cooling_degree_days_mean,cooling_degree_days_std,cooling_degree_days_min,cooling_degree_days_max,cooling_degree_days_count,mean_temp_c_mean,mean_temp_c_std,mean_temp_c_min,mean_temp_c_max,mean_temp_c_count,tmean_variance_c2_mean,tmean_variance_c2_std,tmean_variance_c2_min,tmean_variance_c2_max,tmean_variance_c2_count
01001,139.13451216671447,54.632785852880005,28.65906906134112,262.6397089896958,24,18.300004866791195,6.620591157403867,7.775000949871655,27.493429095796383,24,12.342804141584688,7.188042181651102,0.8032668848352802,22.273291906005543,24,24.280942856409442,6.092197742390356,13.977771334985674,32.71366894335249,24,13.541474886285819,6.705654877899019,3.498464768398715,22.93821822386803,24,0.546112553262956,0.21099021432105658,0.1654836006878761,1.0566978056916276,24,15.319830862647484,4.710630082428316,8.155996270089306,22.324527103223115,24,2.9166666666666665,5.089773777040516,0,16,24,2.9166666666666665,5.089773777040516,0,16,24,4.875,2.2518108654842757,1,9,24,96.82442894622022,112.5974462599402,0.0,327.308303887312,24,97.1453666213539,102.3651425453225,0.0,283.96296863635456,24,18.300004866791195,6.620591157403867,7.775000949871655,27.493429095796383,24,13.571430635164264,9.705039501708985,0.7771897914457259,38.70405255294451,24
01003,157.79804574898168,90.16650843926043,14.68039634902709,347.69395808975895,24,19.974935184254306,5.98962887309495,10.174480174481406,27.66869430547384,24,14.743690430625874,6.548042798081708,4.110924204775853,23.228736534311388,24,25.23545842302651,5.451846290857113,15.884237983352918,32.10875234948492,24,15.838584000680887,5.967286331270176,6.252921447452282,23.886314308695383,24,0.7573860540629261,0.3091941076140751,0.2774960376657717,1.2615106581810052,24,14.369559514445301,4.2678793198409135,7.466497480152717,20.19531781650698,24,1.0,2.3219182474467286,0,8,24,1.0,2.3219182474467286,0,8,24,4.875,2.5420378678806363,0,11,24,65.88124826420683,87.93571221063306,0.0,255.62321600047304,24,117.16168777923718,106.84097110674345,0.1975572867470205,289.39619013635576,24,19.974935184254306,5.98962887309495,10.174480174481408,27.66869430547384,24,12.06759807121856,9.545117837639703,0.9940846407464636,36.25542512139289,24
01005,138.47343494926304,64.74192378362889,10.107109653266743,322.00463783971304,24,18.921741780338873,6.3200987466771705,8.869782937932438,27.51199424315002,24,12.83674287981193,6.7509537746640875,1.87592961260754,21.913594808707817,24,24.99252619552438,5.951361218200346,14.700520501545306,33.11049335672758,24,13.784800586367659,6.329082115627803,4.140893975560961,22.56543277822734,24,0.617972433437351,0.22940603176160518,0.1868657122789938,0.9803916953581482,24,16.60925072679751,5.28999147142396,8.505757495276294,24.209284341744656,24,2.0,3.611575592573076,0,13,24,2.0,3.611575592573076,0,13,24,4.208333333333333,1.6675722177612808,0,8,24,84.37967257387535,101.82740705779291,0.0,293.3700622574277,24,103.56841756181437,103.58521426367572,0.0,284.5384882043173,24,18.921741780338873,6.3200987466771705,8.869782937932438,27.51199424315002,24,13.256666287661147,9.399171874523446,0.73483106594725,31.9676731113472,24
01007,148.1191676534472,67.76170320145755,38.413031331114546,341.57983709111636,24,17.992445992423697,6.859028014757814,7.385299550087064,27.553864778366886,24,11.859974053020501,7.342573740560147,0.5785012048845377,22.08555431897905,24,24.12250628399069,6.428309334224438,13.156464226553185,33.02227843561273,24,13.031578737140391,6.975452449395604,2.8348989424036977,22.85965320996262,24,0.6212499557879892,0.2525931171775124,0.2690299821921222,1.2298067360834215,24,15.605708458108708,5.029382441111519,8.047974499938546,23.171260958060195,24,3.3333333333333335,5.592437958425697,0,16,24,3.2916666666666665,5.504773949208456,0,16,24,4.958333333333333,1.9219366742195603,2,9,24,104.21188425023804,119.3052105393923,0.0,339.79401670588817,24,95.2813665367828,103.21306242913846,0.0,285.83647479604014,24,17.992445992423697,6.859028014757814,7.385299550087064,27.553864778366886,24,14.005530870592729,10.267702288212535,0.8264662101834352,44.415860100772456,24
01009,161.34230029578998,75.92505400452998,54.758902005976765,338.0355471339531,24,16.35993230217168,7.029626157709108,5.873310064446382,26.52800724094637,24,10.657951816646822,7.4610728824880885,-0.509058413506346,21.275185046102298,24,22.039445914602798,6.663648856422367,11.080113626159685,31.780930788121,24,12.000215680775769,7.198778065601873,1.5536704217398092,22.242947349472587,24,0.544101178134091,0.22092203426132961,0.2391833580924711,1.1182715153472278,24,12.931840019034597,4.44936706312368,6.25074948872255,20.950226816310437,24,4.208333333333333,6.303754344878907,0,17,24,4.125,6.166617704466807,0,17,24,4.833333333333333,2.407717061715384,1,10,24,131.92566873186655,137.87977514013295,0.0,386.2607213354955,24,73.35409877282062,89.35128059233529,0.0,254.03489113600395,24,16.35993230217168,7.029626157709108,5.873310064446382,26.52800724094637,24,14.270984250001716,9.646441471958248,1.1323679320390627,40.747840986062094,24
01011,142.58068123427194,62.64976592592667,15.504678459403785,276.15400709877326,24,18.58899263974749,6.3972168510562435,8.511746951941236,27.553181996369663,24,12.52634868926365,6.865350103463026,1.5650205436262912,21.91604916393023,24,24.711707668002436,5.954583018483354,14.536715608657005,33.19041525615896,24,13.543584395080908,6.46124590841073,3.960372563413033,22.58335881604472,24,0.6203914395466499,0.24502921619678503,0.2133959419827703,1.1083981936410636,24,16.221760680277477,5.073887173957589,8.6287407030714,24.646975833918845,24,2.4583333333333335,4.423053899411745,0,14,24,2.4583333333333335,4.423053899411745,0,14,24,4.25,1.983628646873112,0,8,24,89.85313011041283,106.03778596703245,0.0,304.469177823155,24,98.92033772439486,101.82833931780688,0.0,285.8153085541263,24,18.58899263974749,6.397216851056243,8.511746951941236,27.553181996369663,24,13.329498096735678,9.423134858445508,0.6711909761185659,33.82731617029412,24
01013,135.13574509394306,52.05276419219116,20.763225684111816,207.01652863401785,24,19.14844778947189,6.381837500681375,8.917397046459872,27.992359828354896,24,13.141239663457243,6.847525907235555,1.9927050534594088,22.80888227458113,24,25.22858866794323,5.890982079307955,15.024943024555974,33.17593663336583,24,13.375171753809676,6.321469069596941,3.632971311863276,22.06583970814689,24,1.180502612464647,0.5523423235148721,0.4228536847484319,2.3799571914011732,24,17.862964661957363,5.589841264243372,9.50107514827959,26.22745831595378,24,1.7916666666666667,3.3229003395628145,0,11,24,1.7916666666666667,3.3229003395628145,0,11,24,4.416666666666667,2.2246966899599685,0,8,24,82.0144936721931,101.1952068682851,0.0,291.8940248930773,24,108.13670547447147,106.40056926043214,0.0,299.4298213456685,24,19.14844778947189,6.381837500681375,8.917397046459872,27.992359828354896,24,13.420346570169485,9.824058024476898,0.5906665228432532,36.250259345267615,24
01015,142.4668446852192,66.17688466338805,46.546329182949655,282.4300466238472,24,16.68114800438713,6.9215096540011345,6.232729301741548,26.6378726256613,24,10.706671220344276,7.436707937316147,-0.4980682749069134,21.298861008788684,24,22.643781176798356,6.480185617475557,11.813483690172225,31.976984437523537,24,11.930387396845314,7.191836636754853,1.7085789314438824,22.213714670552186,24,0.5282523588141992,0.20445283934030473,0.2191569388955538,0.9501856700965464,24,14.002469167041353,4.569066281271914,6.826366555766635,21.57990103684829,24,4.583333333333333,6.500278700825511,0,18,24,4.541666666666667,6.426704928023696,0,18,24,4.333333333333333,2.1196116680157253,1,9,24,125.46768338907457,132.88178887228312,0.0,375.1187249793453,24,76.5907932311125,91.11055610570534,0.0,257.440718062167,24,16.68114800438713,6.9215096540011345,6.232729301741548,26.6378726256613,24,13.87912087316541,8.967395526410067,1.0081954875881247,32.92601583498009,24
01017,146.07111916680628,60.871961227116635,28.095978165305883,292.346585811707,24,17.26167360597041,6.765147663140014,6.957940474407241,26.880826093812885,24,10.891340055532424,7.3468327243550196,-0.1451963362858986,21.22999009224735,24,23.595914068908144,6.248869114212581,13.161262599254048,32.545822867046176,24,12.438187769681328,6.9206491315077034,2.507087746150948,22.13398526697775,24,0.40190350917519474,0.170032152650602,0.1506600411701044,0.7786194575242776,24,15.261199448023055,5.026697539480693,7.722735983881419,23.75181598427843,24,4.25,6.1449873527304675,0,18,24,4.25,6.1449873527304675,0,18,24,4.833333333333333,2.0144406207413392,2,9,24,114.05865613314427,123.57893282450227,0.0,352.6371786267088,24,82.77579895638985,95.99359378082393,0.0,264.9722755748662,24,17.26167360597041,6.765147663140014,6.957940474407241,26.88082609381289,24,13.414695535367445,8.92538164456991,0.7950422264756407,32.31923965212028,24
01019,140.0324633634685,68.8953777404026,43.512835486120565,304.70576164431304,24,16.384875880766902,7.051720795860844,5.744537303770229,26.64086569584265,24,10.198176199466756,7.388408915591277,-0.8120547529368609,20.84755029924989,24,22.552089200472096,6.792657189966038,11.335670773233806,32.43428236112723,24,11.302576817061498,7.315462661360018,0.9917303037772996,21.60844199499861,24,0.505504031831408,0.16877410425612707,0.2652957820074813,0.8531010268665767,24,14.615348086448178,5.2208887231156,6.776182272004834,23.954098496502628,24,4.625,6.5925682796417915,0,20,24,4.583333333333333,6.520313853920162,0,20,24,4.208333333333333,1.8410575095914818,1,8,24,131.76650295348807,138.2097915057117,0.0,390.2526769164562,24,73.88992586242729,90.2855613919467,0.0,257.53350323778875,24,16.384875880766902,7.051720795860844,5.744537303770229,26.64086569584265,24,13.271657027781577,8.359402364048865,1.299122220822549,31.072342567208157,24
